probe	gene
A_23_P339554	MLSTD2
A_23_P339557	MLSTD2
A_23_P33961	BRS3
A_23_P339652	TAS2R40
A_23_P340171	P53AIP1
A_23_P34018	RPL39
A_23_P340308	TAS2R48
A_23_P340312	TAS2R48
A_23_P34045	EDA
A_23_P340617	GRIA2
A_23_P340717	ONECUT1
A_23_P340728	PSEN1
A_23_P340848	PTGIR
A_23_P340868	GLRA3
A_23_P34093	G6PD
A_23_P34115	IDH3G
A_23_P341325	RPL10L
A_23_P341471	UBE2N
A_23_P341532	SETDB2
A_23_P341537	SETDB2
A_23_P341860	BC073815
A_23_P341938	NOG
A_23_P34233	QPRT
A_23_P342348	COX4I1
A_23_P342869	FMN2
A_23_P342891	NEFM
A_23_P34307	PIGK
A_23_P343398	CCR7
A_23_P343411	AGRN
A_23_P34345	VCAM1
A_23_P34366	HTR1D
A_23_P343719	PLCB3
A_23_P343808	SOS1
A_23_P343927	HIST2H2AB
A_23_P343935	EGLN1
A_23_P34402	NCSTN
A_23_P344392	OGG1
A_23_P344694	MLLT4
A_23_P344719	SYNJ2
A_23_P34473	RPE65
A_23_P344973	MYL6
A_23_P345065	SCLY
A_23_P345118	PIM1
A_23_P345183	NMNAT2
A_23_P34527	FLAD1
A_23_P34537	EPHX1
A_23_P34554	CACNA1E
A_23_P345564	OPRL1
A_23_P345575	FOXO3
A_23_P345591	PSMA2
A_23_P345887	AF445027
A_23_P34597	CDA
A_23_P34606	FRAP1
A_23_P346086	TPM3
A_23_P346265	GNPTAB
A_23_P34628	GTF2B
A_23_P346301	ZMAT2
A_23_P346302	ZMAT2
A_23_P346309	BAX
A_23_P346311	BAX
A_23_P34637	REN
A_23_P346376	P2RY10
A_23_P34644	FCGR2B
A_23_P34676	CD247
A_23_P346798	AVPR2
A_23_P346800	AVPR2
A_23_P346813	PAK3
A_23_P346884	RBPJL
A_23_P346900	CACNA2D2
A_23_P346953	DGKB
A_23_P346969	PIK3CB
A_23_P34700	TNNT2
A_23_P347027	SMPD3
A_23_P347029	TAS2R50
A_23_P347040	DTX3L
A_23_P347048	SGPP1
A_23_P34733	FH
A_23_P34744	CTSK
A_23_P347468	FZD3
A_23_P347541	GRIN3A
A_23_P347618	ERO1LB
A_23_P347623	ERO1LB
A_23_P34804	NTRK1
A_23_P348194	PRKCE
A_23_P3483	CACNA1H
A_23_P34835	LMNA
A_23_P348831	IL3
A_23_P34888	CHIA
A_23_P348894	SEC23A
A_23_P34930	BCAS2
A_23_P349321	XYLT1
A_23_P349373	IQSEC3
A_23_P349416	ERBB3
A_23_P349463	LOC63928
A_23_P349817	GTF2F2
A_23_P349857	NRG2
A_23_P350001	GUCY1A2
A_23_P350070	RCHY1
A_23_P35021	B3GALT6
A_23_P350234	UBE2NL
A_23_P350467	MAPKAPK2
A_23_P350704	PRKAB2
A_23_P35082	SESN2
A_23_P350824	DPYSL2
A_23_P35092	IL19
A_23_P351	EPB41
A_23_P351069	SOCS3
A_23_P351138	CLDN9
A_23_P351148	SH2D1B
A_23_P351275	UPP1
A_23_P351286	FLJ22814
A_23_P351295	HS3ST5
A_23_P35131	SF3B4
A_23_P351314	CDC40
A_23_P351320	CDC40
A_23_P35148	TAF13
A_23_P351679	TK2
A_23_P35168	ALG6
A_23_P351757	PLCD3
A_23_P351844	CD1B
A_23_P352266	BCL2
A_23_P352291	FUSIP1
A_23_P35230	CD46
A_23_P35252	C8B
A_23_P35256	POLR3C
A_23_P3527	POLR2C
A_23_P352870	PVRL2
A_23_P352879	GCLC
A_23_P353014	CACNA2D4
A_23_P35309	TAF5L
A_23_P353316	SMURF1
A_23_P353478	CIITA
A_23_P353905	DUSP16
A_23_P35414	PPP1R3C
A_23_P354146	ITK
A_23_P354151	ITK
A_23_P354170	PIGX
A_23_P35427	BTRC
A_23_P354270	GNA12
A_23_P354591	FAM125B
A_23_P354705	ST8SIA1
A_23_P35484	PNLIPRP1
A_23_P354908	NMNAT2
A_23_P354965	SCD5
A_23_P35529	MBL2
A_23_P355295	FMO2
A_23_P355311	PTCH2
A_23_P35534	NEUROG3
A_23_P355439	HIST1H2AA
A_23_P355471	TBXA2R
A_23_P35564	SEC31B
A_23_P355824	MGRN1
A_23_P35591	EXOSC1
A_23_P355980	P2RXL1
A_23_P356070	FLT4
A_23_P35609	UROS
A_23_P356152	MAPK8
A_23_P35617	PLCE1
A_23_P35645	RBM17
A_23_P356466	AGPAT3
A_23_P356484	RPS10
A_23_P35650	RBM17
A_23_P356554	BAG2
A_23_P356581	ROBO3
A_23_P356677	PDE10A
A_23_P357147	WWP2
A_23_P357185	CHDH
A_23_P357316	UPP2
A_23_P357351	MPV17L
A_23_P357365	STAG1
A_23_P35755	TYR
A_23_P357571	GSTT2
A_23_P357856	TLOC1
A_23_P357860	TLOC1
A_23_P357881	CD8B
A_23_P35791	RPS6KA4
A_23_P35796	PPP2R5B
A_23_P35820	CFL1
A_23_P3584	LYPLA3
A_23_P358410	SRGAP3
A_23_P35848	NADSYN1
A_23_P358531	PLA2G4D
A_23_P358917	CYP3A7
A_23_P358944	PML
A_23_P358957	CAMKK2
A_23_P359091	SMAD3
A_23_P35916	ATM
A_23_P359245	MET
A_23_P359457	DNAH2
A_23_P359540	HIST1H4F
A_23_P359647	NFAT5
A_23_P359746	TAS2R38
A_23_P360167	DCTN2
A_23_P360215	POLD4
A_23_P360291	TAPBP
A_23_P360302	GUCY2F
A_23_P360316	FUT3
A_23_P360379	EGLN3
A_23_P36050	OR8K3
A_23_P360744	RAG1
A_23_P360769	MAN2A1
A_23_P360777	NRG1
A_23_P360797	NTF3
A_23_P360924	CLDN17
A_23_P36129	DAK
A_23_P36140	B3GAT3
A_23_P361405	HYAL3
A_23_P361448	SESN3
A_23_P361469	METTL6
A_23_P36147	POLR2G
A_23_P361614	HLA-G
A_23_P36166	PIK3C2A
A_23_P361773	CCND3
A_23_P36183	GTF2H1
A_23_P36203	OR52B2
A_23_P362207	PIP5K2B
A_23_P362415	UBE2B
A_23_P362659	MYD88
A_23_P36266	PDHX
A_23_P363174	HIST1H2AL
A_23_P36322	INPPL1
A_23_P363331	GUCA1C
A_23_P363344	TPM1
A_23_P363426	SFRS2B
A_23_P36364	THY1
A_23_P363936	HSPA4L
A_23_P36397	CYP27B1
A_23_P364056	RP11-78J21.1
A_23_P364324	ABCA13
A_23_P364592	NLGN4X
A_23_P36484	RDH16
A_23_P36513	PRKAG1
A_23_P365610	JUND
A_23_P365614	NOTCH4
A_23_P36562	ITGA5
A_23_P36567	DTX1
A_23_P365719	TAPBP
A_23_P365767	CACNA1D
A_23_P36611	APAF1
A_23_P36621	GYS2
A_23_P366216	HIST1H2BH
A_23_P36624	TAS2R7
A_23_P366312	SP1
A_23_P366328	VPS37A
A_23_P366394	ZAK
A_23_P36641	AICDA
A_23_P36658	MGST1
A_23_P36665	CRY1
A_23_P366812	AQP5
A_23_P366828	ABCC6
A_23_P366895	B3GNT6
A_23_P367013	TAS2R60
A_23_P36745	ALDH2
A_23_P36753	ALDH2
A_23_P36757	TCF1
A_23_P367596	FTMT
A_23_P367676	SIN3A
A_23_P367899	EPOR
A_23_P367995	PSMA8
A_23_P368067	TAP2
A_23_P368126	AHCYL1
A_23_P368205	PIP5K1A
A_23_P368225	EME1
A_23_P368393	SF3B1
A_23_P368624	CHRNB2
A_23_P368645	AGPS
A_23_P368691	ABCC9
A_23_P368711	LILRB3
A_23_P368886	CHSY-2
A_23_P36901	CPB2
A_23_P36905	MLNR
A_23_P369150	MAN2C1
A_23_P369201	SCARB1
A_23_P369237	ADIPOQ
A_23_P36928	POLR1D
A_23_P369316	VANGL1
A_23_P36962	DNAJC3
A_23_P36972	ZIC2
A_23_P369815	FASLG
A_23_P369919	RAB4A
A_23_P370005	RIPK1
A_23_P370027	GGTL3
A_23_P370142	PAFAH1B2
A_23_P370574	KIR3DL3
A_23_P370635	MBOAT2
A_23_P37068	TRAF3
A_23_P370786	OR2L13
A_23_P37088	RDH12
A_23_P370989	MCM4
A_23_P371039	NTSR1
A_23_P371215	ICOS
A_23_P371254	TAS2R43
A_23_P371266	DNM3
A_23_P371410	PRKACB
A_23_P37164	MYH6
A_23_P37167	MYH6
A_23_P371794	CACNB3
A_23_P37191	PSMB5
A_23_P371933	HSD17B12
A_23_P372234	CA12
A_23_P372255	ITPKB
A_23_P37231	OR11G2
A_23_P372334	CCDC12
A_23_P372834	AQP1
A_23_P372848	P2RX1
A_23_P372860	HIST1H2AC
A_23_P372888	SC5DL
A_23_P372910	RORC
A_23_P372923	FGFR1
A_23_P373017	CCL3
A_23_P373028	CACNA1C
A_23_P373031	CACNA1C
A_23_P373079	FLJ36874
A_23_P373126	BC035647
A_23_P37327	ABCD4
A_23_P37347	SNW1
A_23_P373475	AKT2
A_23_P373619	IL28B
A_23_P37375	RPS6KA5
A_23_P37399	ITPK1
A_23_P37410	CYP19A1
A_23_P37441	B2M
A_23_P37445	RPLP1
A_23_P374689	GAD1
A_23_P37469	GJA9
A_23_P374767	UBE2D4
A_23_P374782	SH3KBP1
A_23_P374812	ATM
A_23_P37484	CHSY1
A_23_P374862	CD55
A_23_P375281	TRPV1
A_23_P375372	FGA
A_23_P375494	CEBPA
A_23_P37560	PEX11A
A_23_P37569	MAN2A2
A_23_P376096	TICAM1
A_23_P376114	TAS2R46
A_23_P376239	PAPOLA
A_23_P376488	TNF
A_23_P376599	RALBP1
A_23_P376727	ACMSD
A_23_P37718	CNGB1
A_23_P377197	MRAS
A_23_P37727	CX3CL1
A_23_P377291	TGFA
A_23_P37736	TNFRSF17
A_23_P377664	ALS2
A_23_P377750	FGF10
A_23_P377819	SFRS5
A_23_P377830	ANAPC5
A_23_P37825	SPIRE2
A_23_P378329	WNT9A
A_23_P37856	HBA1
A_23_P37870	STUB1
A_23_P378722	SAT1
A_23_P37892	GPT2
A_23_P378926	ADRA2B
A_23_P379054	CLDN19
A_23_P37910	MAPK3
A_23_P37942	CLDN6
A_23_P379475	DHCR24
A_23_P379550	YARS
A_23_P379657	UBE2U
A_23_P379789	ST8SIA5
A_23_P379794	PIGW
A_23_P38011	DHX38
A_23_P380371	IPMK
A_23_P38041	NAGPA
A_23_P380754	PRSS1
A_23_P380901	PTHR2
A_23_P380917	SEC11A
A_23_P380939	BMP8B
A_23_P38106	SPHK1
A_23_P381261	ADCY4
A_23_P381347	CSH1
A_23_P381351	CSH1
A_23_P381431	NPL
A_23_P381714	CA13
A_23_P38181	GGA3
A_23_P381954	EPOR
A_23_P381992	ITGAV
A_23_P382000	AKR1D1
A_23_P38219	PRPF8
A_23_P382199	VAPA
A_23_P38235	ACE
A_23_P382607	WNT4
A_23_P38271	MYH2
A_23_P382775	BBC3
A_23_P382794	TAS2R49
A_23_P382835	P2RY1
A_23_P383258	GDA
A_23_P383278	PYCRL
A_23_P383385	POLE4
A_23_P38346	LGP2
A_23_P383688	AARS2
A_23_P383835	ACAT2
A_23_P383986	GALNAC4S-6ST
A_23_P384072	EPN1
A_23_P38427	RAB11FIP4
A_23_P384355	BG547557
A_23_P384405	EXTL3
A_23_P384499	KIAA1303
A_23_P38457	TAOK1
A_23_P385017	G6PC
A_23_P385034	E2F3
A_23_P38505	CXCL16
A_23_P385105	PLCD4
A_23_P38519	ITGB3
A_23_P385206	STX12
A_23_P385295	AP1S3
A_23_P385690	WNT3A
A_23_P385771	PAOX
A_23_P38618	PIGL
A_23_P38630	SSTR2
A_23_P386310	HRH4
A_23_P38634	OR1G1
A_23_P386411	PPID
A_23_P386420	GTF2H3
A_23_P38649	MC2R
A_23_P386514	SCARB2
A_23_P386764	DOLPP1
A_23_P38689	GNAL
A_23_P386905	UBXD1
A_23_P386912	UGT2B4
A_23_P387057	TUBB
A_23_P387312	AK091978
A_23_P38732	CDH2
A_23_P387374	HSD17B1
A_23_P387471	MICB
A_23_P38770	FVT1
A_23_P387856	NEDD4L
A_23_P38795	FPR1
A_23_P388027	CRY2
A_23_P388061	DRD1
A_23_P388124	ABCD2
A_23_P388150	PLA2G12B
A_23_P388168	RAB3B
A_23_P388670	LTA4H
A_23_P38876	LIPE
A_23_P388871	HIST4H4
A_23_P389496	GABRG1
A_23_P38952	ASAH3
A_23_P389588	TCF7L2
A_23_P38959	VAV1
A_23_P38987	CNOT3
A_23_P389897	NGFR
A_23_P389919	WHSC1
A_23_P390518	TNFRSF11A
A_23_P390528	DUSP8
A_23_P390677	MDS1
A_23_P390700	CNTN1
A_23_P39074	RRAS
A_23_P39076	RRAS
A_23_P39116	LIG1
A_23_P391198	RAB11FIP1
A_23_P39137	GRLF1
A_23_P391586	TPM1
A_23_P391711	FABP2
A_23_P391764	RAPGEF1
A_23_P392402	GLP1R
A_23_P392457	LRP6
A_23_P392470	NR3C2
A_23_P392942	MSR1
A_23_P393015	MYLC2PL
A_23_P393080	CALML3
A_23_P393531	INPP4A
A_23_P393598	CD276
A_23_P393607	C1orf142
A_23_P393758	FAM125A
A_23_P393777	PTGDR
A_23_P393856	ST3GAL4
A_23_P39386	HCST
A_23_P39410	OR10H3
A_23_P394154	PDE8A
A_23_P394166	CNOT7
A_23_P394367	PDE11A
A_23_P3946	NT5M
A_23_P394605	SEC24A
A_23_P39481	ABCA7
A_23_P394947	CLDN2
A_23_P395033	DTX2
A_23_P395365	ENTPD2
A_23_P395374	HIST1H4D
A_23_P395404	FGF20
A_23_P39561	UBE2F
A_23_P395670	AK096991
A_23_P39590	XDH
A_23_P395954	SSH2
A_23_P396086	AASDH
A_23_P39616	ORC2L
A_23_P396194	RFWD2
A_23_P396328	MPDZ
A_23_P39665	SLC11A1
A_23_P396765	PGM2L1
A_23_P396800	NEGR1
A_23_P39682	ZAP70
A_23_P396858	FZD8
A_23_P39703	ABCB11
A_23_P39704	SFRS7
A_23_P397055	CSGlcA-T
A_23_P397208	GSTM2
A_23_P397248	CLCA2
A_23_P39735	IL18R1
A_23_P397371	POLM
A_23_P397455	ACVR1C
A_23_P397468	OR10J1
A_23_P39755	B3GNT7
A_23_P39766	GLS
A_23_P397671	CR1
A_23_P39774	RY1
A_23_P397856	TIRAP
A_23_P397910	CBLC
A_23_P397933	MASP1
A_23_P397999	FZD5
A_23_P398073	PPM1B
A_23_P39814	CIR
A_23_P398254	SMURF1
A_23_P39840	VAMP5
A_23_P398460	HK2
A_23_P398515	PKMYT1
A_23_P398530	WHSC1
A_23_P398774	PLD1
A_23_P39898	CALCRL
A_23_P399156	IL12RB1
A_23_P399201	TMSL3
A_23_P399217	OR5P3
A_23_P399501	PKM2
A_23_P39955	ACTG2
A_23_P39971	C2orf30
A_23_P399851	GANAB
A_23_P399921	SEC61A2
A_23_P400078	MTHFR
A_23_P400081	MTHFR
A_23_P400235	MUT
A_23_P400255	DUSP3
A_23_P400435	CRLS1
A_23_P40049	CAD
A_23_P400847	IDS
A_23_P40088	DDEF2
A_23_P40096	PROC
A_23_P401106	PDE2A
A_23_P401176	U77706
A_23_P401472	CHRM3
A_23_P401524	COX6A2
A_23_P401547	PVRL3
A_23_P401568	MAT2A
A_23_P401691	DPYSL5
A_23_P40174	MMP9
A_23_P402081	HIST1H2BN
A_23_P402123	TAS2R1
A_23_P402254	GPLD1
A_23_P40240	CTSZ
A_23_P402604	PFAS
A_23_P402610	PFAS
A_23_P402670	CD1A
A_23_P40272	GNRH2
A_23_P40307	SNRPB2
A_23_P40334	NPBWR2
A_23_P403424	PLA2G4B
A_23_P404045	MTHFR
A_23_P404481	EDG1
A_23_P404494	IL7R
A_23_P40453	CBR3
A_23_P404536	ENPP3
A_23_P40470	HIST1H2BE
A_23_P405049	PTPRJ
A_23_P405088	CLDN11
A_23_P405110	CDC14A
A_23_P405287	SEMA3D
A_23_P40535	CRKL
A_23_P405754	CACNB1
A_23_P405761	RRAS2
A_23_P405794	NAGS
A_23_P405815	PYGM
A_23_P406187	NAGS
A_23_P406330	SMAP1L
A_23_P406508	PDE1C
A_23_P40657	GCAT
A_23_P40664	CSNK1E
A_23_P40693	EP300
A_23_P407012	CSF1
A_23_P407074	DNM2
A_23_P407115	PIP5K2B
A_23_P40718	PARVB
A_23_P407472	RHO
A_23_P407497	NRG1
A_23_P407565	CX3CR1
A_23_P407614	PYDC1
A_23_P407905	CA6
A_23_P408249	PCK1
A_23_P408285	PRICKLE1
A_23_P408353	HLA-A
A_23_P40847	CHST2
A_23_P408768	DOT1L
A_23_P408830	CAMKK2
A_23_P408955	E2F2
A_23_P408996	MBOAT1
A_23_P40926	DGKG
A_23_P409287	TCF2
A_23_P409355	PXN
A_23_P409417	VPS37D
A_23_P409438	IL28A
A_23_P409489	DNTT
A_23_P40952	RAF1
A_23_P409541	POLR1D
A_23_P409553	PPM1A
A_23_P4096	CA4
A_23_P40975	EDEM1
A_23_P410408	OR7D2
A_23_P410482	GABRG2
A_23_P410600	IDI2
A_23_P41066	RASSF1
A_23_P410998	RAB5B
A_23_P411102	DLG4
A_23_P411113	CNTNAP1
A_23_P411157	WNT1
A_23_P411188	CHRNA10
A_23_P41128	PCAF
A_23_P41166	B3GALNT1
A_23_P411903	GLRA2
A_23_P411922	PRPF40B
A_23_P41227	ALCAM
A_23_P412321	CCR5
A_23_P412389	FGF18
A_23_P412392	SEC22B
A_23_P41280	PAICS
A_23_P41286	CTBP1
A_23_P41292	CTBP1
A_23_P412990	HRH3
A_23_P413131	AP4E1
A_23_P41314	F11
A_23_P413224	NCR2
A_23_P4133	AOC2
A_23_P41344	EREG
A_23_P413576	GALNT4
A_23_P413641	PREX1
A_23_P413721	GPD1
A_23_P413760	P2RX5
A_23_P413761	SFRS3
A_23_P41395	CCKAR
A_23_P414211	PAX4
A_23_P414308	FLCN
A_23_P414328	CACNG5
A_23_P4144	COASY
A_23_P414793	CP
A_23_P414884	CRHR1
A_23_P414958	PLXNC1
A_23_P41498	ADH6
A_23_P415006	RAB11FIP5
A_23_P415411	HIST1H4E
A_23_P415652	GALNT12
A_23_P41588	HARS2
A_23_P415974	ALDOB
A_23_P415984	NPAS2
A_23_P41604	TAF9
A_23_P416048	MAPK8IP3
A_23_P4161	ARSG
A_23_P416142	DLG1
A_23_P416191	TAS2R44
A_23_P416581	GNAZ
A_23_P416608	LAMP2
A_23_P416711	ST6GALNAC3
A_23_P416747	CD3E
A_23_P417282	IGF1R
A_23_P417331	RPS6KA3
A_23_P417646	SV2C
A_23_P41789	SLC27A6
A_23_P417891	ARHGEF7
A_23_P417921	DNAJC5G
A_23_P41804	NKD2
A_23_P418046	PRPF18
A_23_P41847	GABRA6
A_23_P41854	CARD6
A_23_P418556	ELOVL2
A_23_P41872	B4GALT7
A_23_P419038	CLOCK
A_23_P419051	PAPOLA
A_23_P419239	ETNK1
A_23_P419254	DIAPH3
A_23_P41942	POLR3G
A_23_P419582	SSTR4
A_23_P419641	DLL4
A_23_P419850	TAF1L
A_23_P41999	SMAP1
A_23_P420196	SOCS1
A_23_P420209	GCNT3
A_23_P420218	CACNG8
A_23_P420281	PRKCB1
A_23_P420361	C3orf10
A_23_P420373	DNMT3A
A_23_P420442	SEMA6D
A_23_P42045	ORC3L
A_23_P42065	TNFRSF21
A_23_P420863	NOD2
A_23_P420873	NR1D1
A_23_P42096	MAP3K4
A_23_P421147	CNOT2
A_23_P42116	PPT2
A_23_P421401	PDGFRB
A_23_P42144	PEX6
A_23_P421563	LSM3
A_23_P42178	HIST1H2BF
A_23_P42198	HIST1H3G
A_23_P422026	ME1
A_23_P422071	B3GALT4
A_23_P422178	CUL4B
A_23_P422193	SUV39H1
A_23_P422240	UROC1
A_23_P42241	OR5V1
A_23_P42282	C4B
A_23_P422911	HS6ST3
A_23_P42302	HLA-DQA2
A_23_P42306	HLA-DMA
A_23_P423197	RXRA
A_23_P42322	COL11A2
A_23_P423237	SGCG
A_23_P423315	RBM17
A_23_P423389	CREB3
A_23_P42353	ETV7
A_23_P42368	VTA1
A_23_P423853	ERBB4
A_23_P42386	CGA
A_23_P424472	CDC14A
A_23_P425176	GRK7
A_23_P425197	IL23R
A_23_P425304	SUFU
A_23_P425579	SPDYA
A_23_P42565	HTR5A
A_23_P42575	CALD1
A_23_P426292	MAPK14
A_23_P426305	AOC3
A_23_P42664	SHFM1
A_23_P426663	MITF
A_23_P426809	ARHGEF11
A_23_P42695	C7orf24
A_23_P427014	CLDN8
A_23_P427039	NANP
A_23_P427075	CTNS
A_23_P427278	RUNX1T1
A_23_P42746	NCF1
A_23_P427516	IL22
A_23_P427587	FGF19
A_23_P427760	PIWIL4
A_23_P42802	PDIA4
A_23_P428129	CDKN1C
A_23_P428139	EFNB2
A_23_P428184	HIST1H2AD
A_23_P42882	CAMK2B
A_23_P42897	MGAM
A_23_P429184	GNPNAT1
A_23_P42935	BRAF
A_23_P429363	FGF17
A_23_P429449	NKD1
A_23_P429461	FUK
A_23_P429560	SSH1
A_23_P429601	GALNTL5
A_23_P42975	PRKAR2B
A_23_P429977	KCNQ1
A_23_P430044	SUV420H2
A_23_P430051	NGLY1
A_23_P430120	EPAS1
A_23_P43049	DCTN6
A_23_P430558	CHRND
A_23_P430728	ATP4A
A_23_P430785	FRS2
A_23_P4308	PLD2
A_23_P431179	HIST1H4A
A_23_P431310	RASGRP4
A_23_P431418	U2AF2
A_23_P431521	ELOVL5
A_23_P431815	CD7
A_23_P431933	CAMKK1
A_23_P432360	PMM2
A_23_P43248	TAF2
A_23_P432512	PPIL2
A_23_P432598	CHMP4C
A_23_P43273	EXT1
A_23_P432978	SERPINB13
A_23_P433050	RXFP1
A_23_P433071	BECN1
A_23_P43326	SPTLC1
A_23_P433586	HTR2C
A_23_P433588	EFNB3
A_23_P433753	PRKAR1A
A_23_P433758	SPN
A_23_P433760	SPN
A_23_P433785	P2RX5
A_23_P433865	C2
A_23_P43415	HSD17B3
A_23_P434212	SULT1A1
A_23_P434473	STT3B
A_23_P434518	LFNG
A_23_P434710	PPP1CA
A_23_P43484	CDKN2A
A_23_P43490	CDKN2A
A_23_P43504	ABCA2
A_23_P435394	PTGER4
A_23_P43566	NDUFA8
A_23_P436048	EDG7
A_23_P43613	NDUFB6
A_23_P436138	MAX
A_23_P436179	SLC25A5
A_23_P436281	HIST2H4A
A_23_P436353	MLLT4
A_23_P436407	HCCS
A_23_P436618	GABRA5
A_23_P43713	KCNK2
A_23_P43810	LTBP1
A_23_P43846	FABP6
A_23_P43864	GABRG3
A_23_P43988	DPYD
A_23_P44037	ACTG1
A_23_P44083	GFPT1
A_23_P44105	LAT
A_23_P44112	LAT
A_23_P44132	FASN
A_23_P44139	PRIM2A
A_23_P44166	DCXR
A_23_P44207	ACOT12
A_23_P44274	FGA
A_23_P44335	ENTPD8
A_23_P44366	PRKAG2
A_23_P44569	ABCC2
A_23_P44586	COX5A
A_23_P44636	ANAPC7
A_23_P44643	ANAPC7
A_23_P44760	SETD2
A_23_P44768	TBK1
A_23_P44831	DDEF1
A_23_P4494	DSC2
A_23_P44956	RPL35A
A_23_P44974	MRPL13
A_23_P44993	TALDO1
A_23_P45022	PPID
A_23_P45025	MAPK10
A_23_P45059	DOCK1
A_23_P45099	HLA-DRB5
A_23_P45133	CSF1
A_23_P45140	KRAS
A_23_P45180	GYPA
A_23_P45185	FIGF
A_23_P45248	SH2D1A
A_23_P4536	EPB41L3
A_23_P45361	GLUD2
A_23_P45396	HSD17B10
A_23_P45475	GLA
A_23_P45524	NGFRAP1
A_23_P4572	MRCL3
A_23_P45737	FUSIP1
A_23_P45751	CLCA4
A_23_P45756	SYF2
A_23_P45799	ORC1L
A_23_P45864	TNR
A_23_P45875	TPR
A_23_P45913	WDR57
A_23_P45917	CKS1B
A_23_P45934	SRP9
A_23_P45999	FBXO2
A_23_P46025	ETNK2
A_23_P46063	NME7
A_23_P46105	HAO2
A_23_P4611	SLC27A5
A_23_P46141	CTSS
A_23_P46182	RPS8
A_23_P46275	ATP5F1
A_23_P46369	RAB13
A_23_P46378	PIGV
A_23_P46441	PVRL4
A_23_P46482	IL20
A_23_P46549	F13B
A_23_P46606	LPGAT1
A_23_P46618	PLXNA2
A_23_P46627	ADIPOR1
A_23_P46639	C8A
A_23_P46748	CHUK
A_23_P46781	ITGA8
A_23_P46819	BTRC
A_23_P46829	FGF8
A_23_P46879	PNLIP
A_23_P46894	CHAT
A_23_P46903	CAMK2G
A_23_P46924	BUB3
A_23_P46928	PFKP
A_23_P47019	LIPF
A_23_P47034	HHEX
A_23_P47102	ACY3
A_23_P47125	OR5P2
A_23_P47135	NR1H3
A_23_P47304	CASP5
A_23_P47357	RPS25
A_23_P47377	HSD17B12
A_23_P47410	ESAM
A_23_P47426	ACAD8
A_23_P47464	OR5AP2
A_23_P47517	VPS37C
A_23_P47541	TAF6L
A_23_P47565	LDHA
A_23_P476	MPZL1
A_23_P4764	INSR
A_23_P47642	PARVA
A_23_P47691	TRIM21
A_23_P47709	FOLR2
A_23_P47735	TNFRSF19L
A_23_P4782	CACNG7
A_23_P47879	STAT6
A_23_P47924	PTPRR
A_23_P48022	TAS2R8
A_23_P48056	CKAP4
A_23_P4808	PTGER1
A_23_P48088	CD27
A_23_P48121	ADIPOR2
A_23_P48246	PEX5
A_23_P48266	FBXW8
A_23_P48350	CLDN10
A_23_P48358	PCCA
A_23_P48384	VPS36
A_23_P48414	CCNA1
A_23_P48416	DIS3
A_23_P48470	XRCC3
A_23_P48481	RAD51L1
A_23_P48487	SLC8A3
A_23_P48523	SSTR1
A_23_P48535	ARHGAP5
A_23_P48637	BG108194
A_23_P48676	PYGL
A_23_P48691	ARF6
A_23_P487	UCK2
A_23_P48717	NPC2
A_23_P48784	CYP46A1
A_23_P48807	GALK2
A_23_P4885	AP2A1
A_23_P48886	ADAM10
A_23_P48936	SMAD3
A_23_P48973	HERC2
A_23_P48988	SH3GL3
A_23_P4899	NTF5
A_23_P48997	PSTPIP1
A_23_P49009	AGPAT7
A_23_P49021	WDR61
A_23_P4909	SNRP70
A_23_P4913	KDELR1
A_23_P49155	CDH3
A_23_P4919	KDELR1
A_23_P49192	CES2
A_23_P493	B3GALT2
A_23_P49338	TNFRSF12A
A_23_P49351	AMDHD2
A_23_P4944	CALM3
A_23_P49443	ADCY9
A_23_P49517	SFRS1
A_23_P49521	SFRS1
A_23_P49546	GRIN2C
A_23_P49627	MRC2
A_23_P49657	MYH1
A_23_P49759	CCL1
A_23_P49792	PHOSPHO1
A_23_P499	B3GALT2
A_23_P49972	CDC6
A_23_P500034	GLI2
A_23_P5002	MAP4K1
A_23_P500244	TRPV1
A_23_P500251	YWHAB
A_23_P500271	IRF5
A_23_P50031	OR3A1
A_23_P500381	HTR7
A_23_P50039	MC5R
A_23_P500400	ABCA6
A_23_P500410	ATP6V1G2
A_23_P500433	CARD9
A_23_P500464	COL2A1
A_23_P500501	FGFR3
A_23_P500614	TNFRSF8
A_23_P500676	IL5RA
A_23_P500773	MAP3K7
A_23_P500799	CASP6
A_23_P50081	IMPA2
A_23_P500844	PDE5A
A_23_P500873	RAD51L3
A_23_P500886	CLDN15
A_23_P500936	FOXA2
A_23_P500956	B3GNT2
A_23_P50096	TYMS
A_23_P501134	LIG3
A_23_P501193	KCNJ16
A_23_P50121	MC4R
A_23_P501276	TUBB2A
A_23_P501339	CDIPT
A_23_P501515	HNRPU
A_23_P501547	ADCY6
A_23_P50156	VPS4B
A_23_P501583	NFYA
A_23_P501624	UGT2B17
A_23_P501745	PEX10
A_23_P501754	CSF3
A_23_P501781	KCNJ1
A_23_P501805	LIPT1
A_23_P501822	JUP
A_23_P501849	RPL13
A_23_P501933	CACNG6
A_23_P501985	CSF2RA
A_23_P502035	GALT
A_23_P502047	CHRD
A_23_P502078	MAPK8IP2
A_23_P502142	FYN
A_23_P502170	DYNC2LI1
A_23_P502174	DYNC2LI1
A_23_P502196	IDH3B
A_23_P502224	CYB5R3
A_23_P502274	MAPK11
